# ===========================================================================
#
#                            PUBLIC DOMAIN NOTICE
#               National Center for Biotechnology Information
#
#  This software/database is a "United States Government Work" under the
#  terms of the United States Copyright Act.  It was written as part of
#  the author's official duties as a United States Government employee and
#  thus cannot be copyrighted.  This software/database is freely available
#  to the public for use. The National Library of Medicine and the U.S.
#  Government have not placed any restriction on its use or reproduction.
#
#  Although all reasonable efforts have been taken to ensure the accuracy
#  and reliability of the software and data, the NLM and the U.S.
#  Government do not and cannot warrant the performance or results that
#  may be obtained by using this software or data. The NLM and the U.S.
#  Government disclaim all warranties, express or implied, including
#  warranties of performance, merchantability or fitness for any particular
#  purpose.
#
#  For daily update, we screen the search results of this PubMed query:
#  "coronavirus"[All Fields] OR "ncov"[All Fields] OR "cov"[All Fields] OR
#  "2019-nCoV"[All Fields] OR "COVID-19"[All Fields] OR "SARS-CoV-2"[All Fields].
#  Relevant articles are identified and curated with assistance from an automated
#  machine-learning and text-classification algorithm.
#
#  Please cite the authors in any work or product based on this material :
#
#  Chen Q, Allot A, & Lu Z. (2020) Keep up with the latest coronavirus research, Nature 579:193
#
# ==========================================================================
pmid	title	journal
32471692	The Role of Lung Ultrasound in the Assessment of Novel Coronavirus Pneumonia.	J Cardiothorac Vasc Anesth
32471659	Silencing of immune activation with methotrexate in patients with COVID-19.	J Neurol Sci
32471656	Is SARS-CoV-2 associated with liver dysfunction in COVID-19 patients?	Clin Res Hepatol Gastroenterol
32471655	Overwhelming COVID-19 Clinical Trials: Call for Prospective Meta-Analyses.	Trends Pharmacol Sci
32471650	Acute pulmonary embolism in COVID-19 disease: Preliminary report on seven patients.	Int J Cardiol
32471644	De-isolation of COVID-19-positive hemodialysis patients in the outpatient setting: a single-center experience.	Kidney Int
32471641	Tubuloreticular inclusions in COVID-19-related collapsing glomerulopathy.	Kidney Int
32471639	Collapsing glomerulopathy in a COVID-19 patient.	Kidney Int
32471637	Managing the COVID-19 pandemic: international comparisons in dialysis patients.	Kidney Int
32471636	Could ferritin help the screening for COVID-19 in hemodialysis patients?	Kidney Int
32471634	Adding insult to injury: kidney replacement therapy during COVID-19 in India.	Kidney Int
32471628	Rapid Modification of Workflows and Fellow Staffing at a Single Transplant Center to Address the COVID-19 Crisis.	Transplant Proc
32471607	Diabetes and COVID-19.	Therapie
32471585	Fighting COVID-19 Hypoxia With One Hand Tied Behind Our Back: Blanket Prohibition of High-Flow Oxygen and Noninvasive Positive End-Expiratory Pressure in US Hospitals.	Ann Emerg Med
32471584	COVID-19 and Shock: A Cautionary Tale for Elderly Patients From a Pooled Analysis.	Ann Emerg Med
32471558	Restructuring burns management during the COVID-19 pandemic: A Malaysian experience.	Burns
32471513	Psychological status and behavior changes of the public during the COVID-19 epidemic in China.	Infect Dis Poverty
32471449	COVID-19 pneumonia: phenotype assessment requires bedside tools.	Crit Care
32471334	Particulate multivalent presentation of the receptor binding domain induces protective immune responses against MERS-CoV.	Emerg Microbes Infect
32471331	Letter to the Editor: In response to "Role of Telehealth in the Management of COVID-19: Lessons Learned from Previous SARS, MERS, and Ebola Outbreaks".	Telemed J E Health
32471311	Practical approaches to pedagogically rich online tutorials in health professions education.	Rural Remote Health
32471302	Spatial-Temporal Variations in Atmospheric Factors Contribute to SARS-CoV-2 Outbreak.	Viruses
32471295	Changes in Provision of Psychotherapy in the Early Weeks of the COVID-19 Lockdown in Austria.	Int J Environ Res Public Health
32471278	Pulmonary Delivery of Fenretinide: A Possible Adjuvant Treatment In COVID-19.	Int J Mol Sci
32471274	Challenges in Tuberculosis Clinical Trials in the Face of the COVID-19 Pandemic: A Sponsor's Perspective.	Trop Med Infect Dis
32471272	Cannabinoid Receptor Type 2: A Possible Target in SARS-CoV-2 (CoV-19) Infection?	Int J Mol Sci
32471251	Strengthening the Immune System and Reducing Inflammation and Oxidative Stress through Diet and Nutrition: Considerations during the COVID-19 Crisis.	Nutrients
32471205	Prediction of Novel Inhibitors of the Main Protease (M-pro) of SARS-CoV-2 through Consensus Docking and Drug Reposition.	Int J Mol Sci
32471203	Proactive COVID-19 Infection Prevention Measures in a Hyperbaric Oxygen Therapy Center.	Medicina (Kaunas)
32471171	Excess Ascorbate is a Chemical Stress Agent against Proteins and Cells.	Pharmaceuticals (Basel)
32471115	The Network of Angiotensin Receptors in Breast Cancer.	Cells
32471083	Covid-19 Pandemic: What Changes for Dentists and Oral Medicine Experts? A Narrative Review and Novel Approaches to Infection Containment.	Int J Environ Res Public Health
32471066	The Exponential Phase of the Covid-19 Pandemic in Central Italy: An Integrated Care Pathway.	Int J Environ Res Public Health
32471056	The Potency of an Anti-MERS Coronavirus Subunit Vaccine Depends on a Unique Combinatorial Adjuvant Formulation.	Vaccines (Basel)
32471016	Virtual melanoma checks during a pandemic.	Br J Dermatol
32471013	Low prevalence and disease severity of COVID-19 in post liver transplant recipients - a single centre experience.	Liver Int
32471012	Practical recommendations for gynecologic surgery during the COVID-19 pandemic.	Int J Gynaecol Obstet
32471009	Absence of Skin of Colour Images in Publications of COVID-19 Skin Manifestations.	Br J Dermatol
32471008	Ethical considerations for paediatrics during the COVID-19 pandemic: A discussion paper from the Australian Paediatric Clinical Ethics Collaboration.	J Paediatr Child Health
32471005	Healthcare information on YouTube: Pregnancy and COVID-19.	Int J Gynaecol Obstet
32471004	Early COVID-19 infection after lung transplantation.	Am J Transplant
32471003	Keeping Journal Club Relevant in a Pandemic: The 'Rapid Fire' 5-Minute Format.	Med Educ
32471002	It is currently unknown whether SARS-CoV-2 is viable in semen or whether COVID-19 damages sperm.	Andrology
32471001	COVID-19 in elderly kidney transplant recipients.	Am J Transplant
32470974	Veterans' Response to an Automated Text Messaging Protocol During the COVID-19 Pandemic.	J Am Med Inform Assoc
32470948	Why does COVID-19 disproportionately affect older people?	Aging (Albany NY)
32470944	Letter to the Editor. Utilization of health personnel in developing countries during the COVID-19 pandemic.	J Neurosurg
32470899	The MERS-CoV Receptor DPP4 as a Candidate Binding Target of the SARS-CoV-2 Spike.	iScience
32470896	COVID-19: The Italian Viral "Gerocide" of the 21 st Century.	Arch Gerontol Geriatr
32470892	Evidence and possible mechanisms of rare maternal-fetal transmission of SARS-CoV-2.	J Clin Virol
32470890	Utilizing tocilizumab for the treatment of cytokine release syndrome in COVID-19.	J Clin Virol
32470889	Investigating the genomic landscape of novel coronavirus (2019-nCoV) to identify non-synonymous mutations for use in diagnosis and drug design.	J Clin Virol
32470888	Modeling the effects of intervention strategies on COVID-19 transmission dynamics.	J Clin Virol
32470887	Validation of SARS-CoV-2 detection across multiple specimen types.	J Clin Virol
32470886	Real-time PCR-based SARS-CoV-2 detection in Canadian laboratories.	J Clin Virol
32470885	Evaluation of the COVID19 ID NOW EUA assay.	J Clin Virol
32470875	The role of mental health services during the COVID-19 outbreak in China.	Asian J Psychiatr
32470862	Coronavirus and quarantine: will we sacrifice our elderly to protect them?	Arch Gerontol Geriatr
32470851	Role of oxidized LDL-induced "trained macrophages" in the pathogenesis of COVID-19 and benefits of pioglitazone: A hypothesis.	Diabetes Metab Syndr
32470841	Transference of COVID-19 patient in hospitals - A crucial phase.	J Clin Anesth
32470837	Acute normovolemic hemodilution for major cancer surgeries during the COVID-19 pandemic: A beacon of hope.	J Clin Anesth
32470824	Delirium in COVID-19: A case series and exploration of potential mechanisms for central nervous system involvement.	Gen Hosp Psychiatry
32470789	Survival of COVID-19 patients requires precise immune regulation: The hypothetical immunoprotective role of nicotinic agonists.	Med Hypotheses
32470787	Covid-19 disease will cause a global catastrophe in terms of mental health: A hypothesis.	Med Hypotheses
32470786	Bioactive compounds with possible inhibitory activity of Angiotensin-Converting Enzyme-II; a gate to manage and prevent COVID-19.	Med Hypotheses
32470785	Reflection on lower rates of COVID-19 in children: Does childhood immunizations offer unexpected protection?	Med Hypotheses
32470767	Understanding COVID-19: Digit ratio (2D:4D) and sex differences in national case fatality rates.	Early Hum Dev
32470751	Emerging pharmacotherapies for COVID-19.	Biomed Pharmacother
32470712	SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area.	Water Res
32470688	COVID-19 lockdown measures reveal human impact on water transparency in the Venice Lagoon.	Sci Total Environ
32470687	Asymmetric nexus between temperature and COVID-19 in the top ten affected provinces of China: A current application of quantile-on-quantile approach.	Sci Total Environ
32470655	SARS-CoV-2 infection and air pollutants: Correlation or causation?	Sci Total Environ
32470648	COVID-19: The disease of the anthropocene.	Environ Res
32470647	Correlation between environmental pollution indicators and COVID-19 pandemic: A brief study in Californian context.	Environ Res
32470634	COVID-19 pandemic-Some cardiovascular considerations from the trench.	Am Heart J
32470627	COVID-19 treatments, QT interval and arrhythmic risk: the need for an international Registry on Arrhythmias.	Heart Rhythm
32470620	Invasive pulmonary aspergillosis complicating SARS-CoV-2 pneumonia: A diagnostic challenge.	Travel Med Infect Dis
32470608	Letter to the Editor Regarding 'Coronavirus Disease 2019 (COVID-19) and Neurosurgery: Literature and Neurosurgical Societies Recommendations Update'.	World Neurosurg
32470606	Clinical Characteristics of Critically Ill Patients Co-infected with SARS-CoV-2 and the Influenza Virus in Wuhan, China.	Int J Infect Dis
32470605	COVID-19: how to make between-country comparisons.	Int J Infect Dis
32470604	A case of transient existence of SARS-CoV-2 RNA in the respiratory tract with the absence of anti-SARS-CoV-2 antibody response.	Int J Infect Dis
32470603	Early network properties of the COVID-19 pandemic - the Chinese scenario.	Int J Infect Dis
32470602	Three cases of treatment with Nafamostat in elderly patients with COVID-19 pneumonia who need oxygen therapy.	Int J Infect Dis
32470601	Successful recovery of severe COVID-19 with cytokine storm treating with extracorporeal blood purification.	Int J Infect Dis
32470599	Positive effects of COVID-19 control measures on pneumonia prevention.	Int J Infect Dis
32470595	Commentary on: A Novel solution to the PPE crisis during the Coronavirus pandemic (COVID-19).	Int J Surg
32470593	Can COVID-19 related mental health issues be measured?: Assessment options for mental health professionals.	Brain Behav Immun
32470577	High throughput virtual screening reveals SARS-CoV-2 multi-target binding natural compounds to lead instant therapy for COVID-19 treatment.	Int J Biol Macromol
32470568	Clinical evidence for repurposing chloroquine and hydroxychloroquine as antiviral agents: a systematic review.	Clin Microbiol Infect
32470547	Targeting Neprilysin (NEP) pathways: A potential new hope to defeat COVID-19 ghost.	Biochem Pharmacol
32470522	Rethinking Respiratory Function Test Lab in the Era of COVID-19 : considerations about the "today" and the "day after".	Ann Allergy Asthma Immunol
32470516	Declines in Hospitalizations for Acute Cardiovascular Conditions During the COVID-19 Pandemic: A Multicenter Tertiary Care Experience.	J Am Coll Cardiol
32470515	Ramipril in High Risk Patients with COVID-19.	J Am Coll Cardiol
32470514	The consequences of the COVID-19 pandemic on non-COVID-19 clinical trials.	J Am Coll Cardiol
32470513	Declining Admissions for Acute Cardiovascular Illness: The Covid-19 Paradox.	J Am Coll Cardiol
32470486	Ruxolitinib in treatment of severe coronavirus disease 2019 (COVID-19): A multicenter, single-blind, randomized controlled trial.	J Allergy Clin Immunol
32470485	Does asthma affect morbidity or severity of Covid-19?	J Allergy Clin Immunol
32470470	Cathepsin L-selective inhibitors: A potentially promising treatment for COVID-19 patients.	Pharmacol Ther
32470444	Appointment Characteristics in an Allergy/Immunology Practice in the Immediate Aftermath of COVID-19 Restrictions.	J Allergy Clin Immunol Pract
32470443	COVID-19 pandemic and home-based physical activity.	J Allergy Clin Immunol Pract
32470428	COVID-19 coagulopathy: an evolving story.	Lancet Haematol
32470417	COVID-19 international neurological registries.	Lancet Neurol
32470416	A call for a global COVID-19 Neuro Research Coalition.	Lancet Neurol
32470415	A call from the European Academy of Neurology on COVID-19.	Lancet Neurol
32470408	The neurological impact of COVID-19.	Lancet Neurol
32470381	The COVID-19 Pandemic from an Ophthalmologist's Perspective.	Trends Mol Med
32470350	Myths and Facts on Vitamin D Amidst the COVID-19 Pandemic.	Metabolism
32470338	MORTALITY FROM COVID-19 INCREASES WITH UNSATURATED FAT, AND MAY BE REDUCED BY EARLY CALCIUM AND ALBUMIN SUPPLEMENTATION.	Gastroenterology
32470316	Investigation and Serologic Follow-Up of Contacts of Early Confirmed Case-Patient with COVID-19, United States.	Emerg Infect Dis
32470281	Bronchiolitis in the year of COVID-19.	Arch Argent Pediatr
32470238	Taste and smell as chemosensory dysfunctions in COVID-19 infection.	Am J Dent
32470237	Transmission routes of SARS-CoV-2 and protective measures in dental clinics during the COVID-19 pandemic.	Am J Dent
32470235	COVID-19 and a Potential Rise in Bullying Behaviors.	Prim Care Companion CNS Disord
32470233	The Role of Consultation-Liaison Psychiatry in the COVID-19 Pandemic.	Prim Care Companion CNS Disord
32470232	Remdesivir and Potential Interactions With Psychotropic Medications: A COVID-19 Perspective.	Prim Care Companion CNS Disord
32470231	Community Mental Health Care in the COVID-19 Response: An Italian Example.	Prim Care Companion CNS Disord
32470229	An introduction to economic studies, health emergencies, and COVID-19.	J Evid Based Med
32470223	COVID-19: Structural Predictions of Viral Success.	Int J Clin Pract
32470213	All those D-dimers in COVID-19.	J Thromb Haemost
32470212	Letter to the Editor: Are severe COVID-19 patients more susceptible to conjunctivitis?	J Med Virol
32470211	Are we now observing an increasing number of coinfections between SARS-CoV-2 and other respiratory pathogens?	J Med Virol
32470210	Obesity is associated with worse outcomes in COVID-19: Analysis of Early Data From New York City.	Obesity (Silver Spring)
